Item name, prob, Mean Value (Train), Mean Value (Valid), 
AGE, 0.9941, 
BODY_HEIGHT, 0.0422, 
BODY_WEIGHT, 0.0305, 
心衰, 0.0053, 
呼吸系统, 0.0050, 
反搏, 0.0047, 
慢性肾病, 0.0045, 
糖尿病, 0.0041, 
SEX, 0.0039, 
高血压, 0.0036, 
