Item name, prob, Mean Value (Train), Mean Value (Valid), 
BODY_WEIGHT, 0.0072, 
BODY_HEIGHT, 0.0071, 
心衰, 0.0054, 
呼吸系统, 0.0054, 
反搏, 0.0054, 
慢性肾病, 0.0054, 
糖尿病, 0.0054, 
高血压, 0.0053, 
SEX, 0.0053, 
AGE, 0.0025, 
