Item name, prob, Mean Value (Train), Mean Value (Valid), 
SEX, 0.9998, 
反搏, 0.9995, 
高血压, 0.9995, 
慢性肾病, 0.9991, 
糖尿病, 0.9991, 
呼吸系统, 0.9975, 
AGE, 0.9941, 
心衰, 0.9682, 
BODY_WEIGHT, 0.8393, 
BODY_HEIGHT, 0.0408, 
